0, 12.04, 180, 32
1, 14.38, 180, 32
2, 11.66, 180, 32
3, 14.76, 180, 31
4, 9.74, 180, 32
5, 13.07, 180, 31
6, 12.84, 225, 37
7, 15.97, 180, 32
8, 26.69, 180, 34
0, 282.83, 2805, 40
1, 191.13, 2790, 40
2, 295.03, 2820, 41
3, 152.66, 2805, 38
4, 83.93, 2827, 39
5, 163.67, 2842, 39
6, 12.84, 225, 37
7, 163.73, 2752, 39
8, 179.22, 2827, 38
0, 293.56, 2805, 41
1, 293.08, 2790, 41
2, 301.85, 2812, 41
3, 292.01, 2805, 40
4, 300.04, 2820, 42
5, 303.89, 2805, 40
6, 12.83, 225, 37
7, 302.60, 2745, 40
8, 304.09, 2805, 39
0, 295.11, 2805, 42
1, 294.49, 2790, 42
2, 300.67, 2805, 42
3, 295.60, 2805, 41
4, 300.99, 2812, 42
5, 300.71, 2797, 40
6, 12.74, 225, 37
7, 301.26, 2737, 41
8, 300.99, 2790, 39
0, 296.58, 2805, 42
1, 296.45, 2790, 42
2, 300.19, 2797, 42
3, 297.03, 2805, 41
4, 300.53, 2805, 43
5, 300.25, 2797, 41
6, 12.77, 225, 37
7, 300.14, 2730, 42
8, 300.39, 2782, 40
0, 298.92, 2805, 43
1, 297.88, 2790, 43
2, 300.93, 2790, 43
3, 298.34, 2805, 41
4, 300.29, 2797, 43
5, 300.05, 2790, 41
6, 12.76, 225, 37
7, 299.76, 2722, 42
8, 300.22, 2775, 40
0, 298.32, 2805, 43
1, 298.42, 2790, 43
2, 300.33, 2782, 43
3, 299.13, 2805, 42
4, 301.34, 2797, 43
5, 301.06, 2782, 42
6, 12.75, 225, 37
7, 300.48, 2722, 42
8, 300.12, 2767, 40
0, 299.36, 2797, 44
1, 298.83, 2790, 44
2, 299.88, 2782, 43
3, 300.44, 2805, 43
4, 300.08, 2797, 44
5, 300.43, 2775, 42
6, 12.72, 225, 37
7, 300.25, 2722, 43
8, 300.33, 2760, 41
0, 299.91, 2797, 44
1, 299.98, 2790, 45
2, 299.88, 2767, 45
3, 300.28, 2797, 43
4, 300.14, 2790, 45
5, 300.15, 2775, 42
6, 12.91, 225, 37
7, 299.98, 2715, 43
8, 299.76, 2760, 42
0, 300.97, 2790, 44
1, 300.26, 2782, 45
2, 300.80, 2767, 45
3, 298.97, 2790, 42
4, 298.02, 2775, 44
5, 298.38, 2775, 43
6, 12.81, 225, 37
7, 298.71, 2707, 44
8, 298.95, 2767, 42
0, 256.12, 2805, 44
1, 250.87, 2790, 44
2, 259.96, 2820, 44
3, 262.23, 2812, 42
4, 263.51, 2842, 44
5, 266.22, 2842, 42
6, 12.81, 217, 37
7, 264.98, 2775, 43
8, 267.94, 2827, 41
0, 295.86, 2797, 45
1, 294.78, 2782, 45
2, 302.98, 2790, 45
3, 292.54, 2805, 43
4, 299.38, 2805, 45
5, 304.62, 2812, 43
6, 12.80, 225, 37
7, 301.92, 2737, 44
8, 302.50, 2805, 42
0, 298.77, 2797, 45
1, 296.92, 2782, 45
2, 301.50, 2782, 46
3, 298.30, 2805, 44
4, 301.21, 2797, 45
5, 300.78, 2797, 44
6, 12.90, 225, 37
7, 301.53, 2722, 44
8, 301.31, 2782, 43
0, 298.53, 2797, 46
1, 298.12, 2782, 46
